bfs_nr,municipality,canton,bfs_municipality_type_2012_25,electric_car_share,electric_car_count,electric_car_share_last_change,electric_car_charging_spot_count,electric_cars_per_charging_spot,electric_car_charging_spot_last_change,solar_potential_usage,solar_power_installed_kwp,solar_potential_usage_last_change,renewable_heating_share,renewable_heating_count,non_renewable_heating_count,no_heating_count,renewable_heating_share_coverage,renewable_heating_share_last_change,elec_consumption_mwh_per_year_per_capita,elec_consumption_households_mwh_per_year_per_capita,elec_consumption_mwh_per_year,elec_consumption_households_mwh_per_year,elec_consumption_date_from,elec_consumption_date_until,renelec_production_mwh_per_year_per_capita,renelec_production_mwh_per_year,renelec_production_water_mwh_per_year,renelec_production_solar_mwh_per_year,renelec_production_wind_mwh_per_year,renelec_production_biomass_mwh_per_year,renelec_production_waste_mwh_per_year,renelec_production_date_from,renelec_production_date_until
153,Hombrechtikon,ZH,216,0.048416,269,2024-09-30,2,134.5,2024-10-21,0.079004,4261,2024-10-07,0.415327,775,1091,1217,0.960436,2024-09-24,3.6816,1.9082,33383,17303,2023-09-01,2024-08-31,0.3524,3195,0,3195,0,0,0,2023-10-01,2024-09-30
154,Küsnacht (ZH),ZH,113,0.062328,499,2024-09-30,16,31.2,2024-10-21,0.060106,4571,2024-10-07,0.252262,725,2149,1322,0.954287,2024-10-23,3.838,1.807,57765,27197,2023-09-01,2024-08-31,0.2926,4404,217,3324,0,862,0,2023-10-01,2024-09-30
155,Männedorf,ZH,113,0.060642,355,2024-09-30,3,118.3,2024-10-21,0.060601,3062,2024-10-07,0.283136,549,1390,808,0.983883,2024-09-20,3.9241,1.6137,45261,18612,2023-09-01,2024-08-31,0.2545,2935,0,2190,0,745,0,2023-10-01,2024-09-30
156,Meilen,ZH,113,0.0597,505,2024-09-30,13,38.8,2024-10-21,0.071672,5303,2024-10-07,0.260319,637,1810,1203,0.961285,2024-10-15,4.4966,1.6752,67543,25163,2023-09-01,2024-08-31,0.2557,3841,0,3841,0,0,0,2023-10-01,2024-09-30
157,Oetwil am See,ZH,227,0.036364,120,2024-09-30,2,60.0,2024-10-21,0.06961,2135,2024-10-07,0.457109,389,462,506,0.925648,2024-10-02,4.6866,1.7075,23489,8558,2023-09-01,2024-08-31,0.7793,3906,0,1586,0,2320,0,2023-10-01,2024-09-30
158,Stäfa,ZH,113,0.057645,469,2024-09-30,10,46.9,2024-10-21,0.083883,6067,2024-10-07,0.227121,613,2086,1376,0.961085,2024-10-21,4.6309,1.7806,69857,26860,2023-09-01,2024-08-31,0.2878,4341,0,4341,0,0,0,2023-10-01,2024-09-30
159,Uetikon am See,ZH,113,0.063337,227,2024-09-30,2,113.5,2024-10-21,0.098627,3254,2024-10-07,0.313472,363,795,505,0.975367,2024-10-10,2.9663,1.6849,18983,10783,2023-09-01,2024-08-31,0.3675,2352,0,2352,0,0,0,2023-10-01,2024-09-30
160,Zumikon,ZH,113,0.069655,230,2024-09-30,2,115.0,2024-10-21,0.070282,2206,2024-10-07,0.343691,365,697,457,0.9669,2024-08-22,3.8357,1.9471,22276,11308,2023-09-01,2024-08-31,0.2834,1646,0,1646,0,0,0,2023-10-01,2024-09-30
161,Zollikon,ZH,113,0.055276,396,2024-09-30,1,396.0,2024-10-21,0.040839,2279,2024-10-07,0.165094,350,1770,704,0.959565,2024-10-14,3.54,1.623,48505,22239,2023-09-01,2024-08-31,0.1193,1635,0,1635,0,0,0,2023-10-01,2024-09-30
172,Fehraltorf,ZH,217,0.050636,219,2024-09-30,5,43.8,2024-10-21,0.094817,4703,2024-10-07,0.394912,357,547,570,0.96466,2024-10-07,5.1629,1.8512,35980,12901,2023-09-01,2024-08-31,0.4899,3414,0,3292,0,122,0,2023-10-01,2024-09-30
173,Hittnau,ZH,226,0.048062,124,2024-09-30,0,,2024-10-21,0.132823,3693,2024-10-07,0.514377,483,456,612,0.973024,2024-10-11,3.9148,2.4253,14837,9192,2023-09-01,2024-08-31,0.7681,2911,0,2911,0,0,0,2023-10-01,2024-09-30
176,Lindau,ZH,226,0.058478,229,2024-09-30,26,8.8,2024-10-21,0.081038,3672,2024-10-07,0.472813,600,669,713,0.9846,2024-10-03,7.4924,1.907,43276,11015,2023-09-01,2024-08-31,1.0864,6275,0,2792,0,3483,0,2023-10-01,2024-09-30
177,Pfäffikon,ZH,216,0.046779,329,2024-09-30,22,15.0,2024-10-21,0.089304,6862,2024-10-07,0.398956,841,1267,1388,0.984789,2024-10-24,5.3106,1.912,66919,24093,2023-09-01,2024-08-31,0.4519,5695,214,5143,0,338,0,2023-10-01,2024-09-30
178,Russikon,ZH,226,0.056769,169,2024-09-30,3,56.3,2024-10-21,0.078147,2686,2024-10-07,0.530835,680,601,932,0.989714,2024-10-18,3.812,2.2754,17465,10425,2023-09-01,2024-08-31,0.4498,2061,0,2061,0,0,0,2023-10-01,2024-09-30
180,Weisslingen,ZH,227,0.054694,127,2024-09-30,0,,2024-10-21,0.074152,1894,2024-10-07,0.466321,450,515,577,0.976567,2024-09-10,4.498,2.4437,15572,8460,2023-09-01,2024-08-31,0.4154,1438,0,1438,0,0,0,2023-10-01,2024-09-30
181,Wila,ZH,226,0.039073,59,2024-09-30,0,,2024-10-21,0.089499,1587,2024-10-07,0.518072,301,280,484,0.967302,2024-10-01,4.4286,2.4521,9207,5098,2023-09-01,2024-08-31,0.5681,1181,0,1181,0,0,0,2023-10-01,2024-09-30
182,Wildberg,ZH,235,0.025,18,2024-09-30,0,,2024-10-21,0.051646,623,2024-09-09,0.555205,176,141,253,0.855856,2024-09-02,4.7107,2.7446,4902,2856,2023-09-01,2024-08-31,0.444,462,0,462,0,0,0,2023-10-01,2024-09-30
191,Dübendorf,ZH,112,0.048742,800,2024-09-30,17,47.1,2024-10-21,0.054582,7441,2024-10-07,0.223001,764,2662,1767,0.950751,2024-10-16,4.3384,1.3473,138232,42928,2023-09-01,2024-08-31,0.2109,6720,0,5439,0,1281,0,2023-10-01,2024-09-30
192,Egg,ZH,217,0.04801,257,2024-09-30,4,64.3,2024-10-21,0.085537,4383,2024-10-07,0.350829,635,1175,1006,0.954253,2024-10-07,3.4231,1.7927,30397,15919,2023-09-01,2024-08-31,0.3708,3293,0,3293,0,0,0,2023-10-01,2024-09-30
193,Fällanden,ZH,216,0.056884,295,2024-09-30,0,,2024-10-21,0.08211,3479,2024-10-07,0.237239,330,1061,851,0.948794,2024-08-22,3.6397,1.4861,35871,14646,2023-09-01,2024-08-31,0.3407,3358,0,2453,0,906,0,2023-10-01,2024-09-30
194,Greifensee,ZH,113,0.039951,98,2024-09-30,0,,2024-10-21,0.087714,1722,2024-10-07,0.370107,208,354,227,0.885522,2024-10-14,3.4598,1.1542,18387,6134,2023-09-01,2024-08-31,0.2369,1259,0,1259,0,0,0,2023-10-01,2024-09-30
195,Maur,ZH,227,0.066657,479,2024-09-30,11,43.5,2024-10-21,0.080109,4441,2024-10-07,0.339254,764,1488,1091,0.95788,2024-09-27,3.3033,1.9285,36429,21267,2023-09-01,2024-08-31,0.2901,3199,0,3199,0,0,0,2023-10-01,2024-09-30
196,Mönchaltorf,ZH,226,0.045455,113,2024-09-30,7,16.1,2024-10-21,0.091087,2654,2024-09-09,0.515826,440,413,525,0.976612,2024-06-27,5.4086,1.924,23217,8259,2023-09-01,2024-08-31,0.4843,2079,67,2012,0,0,0,2023-10-01,2024-09-30
197,Schwerzenbach,ZH,112,0.067781,223,2024-09-30,2,111.5,2024-10-21,0.060692,1563,2024-10-07,0.305643,195,443,337,0.92155,2024-09-30,4.0047,1.3705,20592,7047,2023-09-01,2024-08-31,0.225,1157,0,1157,0,0,0,2023-10-01,2024-09-30
198,Uster,ZH,113,0.047679,834,2024-09-30,39,21.4,2024-10-21,0.078842,13133,2024-10-07,0.193777,984,4094,2428,0.953143,2024-10-21,3.8544,1.3286,139766,48176,2023-09-01,2024-08-31,0.374,13563,3085,9653,0,825,0,2023-10-01,2024-09-30
199,Volketswil,ZH,112,0.042806,548,2024-09-30,48,11.4,2024-10-21,0.102568,11732,2024-10-07,0.253807,650,1911,1400,0.954458,2024-10-22,4.9862,1.2674,98644,25074,2023-09-01,2024-08-31,0.4217,8342,0,8245,0,97,0,2023-10-01,2024-09-30
200,Wangen-Brüttisellen,ZH,112,0.046166,233,2024-09-30,5,46.6,2024-10-21,0.059235,2992,2024-10-07,0.262282,331,931,743,0.933426,2024-05-06,5.2688,1.3845,43165,11343,2023-09-01,2024-08-31,0.2727,2234,0,2234,0,0,0,2023-10-01,2024-09-30
211,Altikon,ZH,235,0.034545,19,2024-09-30,0,,2024-10-21,0.063452,708,2024-10-07,0.564655,131,101,225,0.980687,2024-07-16,4.0832,2.849,3024,2110,2023-09-01,2024-08-31,0.7143,529,0,529,0,0,0,2023-10-01,2024-09-30
213,Brütten,ZH,227,0.064872,94,2024-09-30,0,,2024-10-21,0.080803,1349,2024-10-07,0.444234,235,294,302,0.960694,2024-09-30,3.7347,2.3393,8353,5232,2023-09-01,2024-08-31,0.4806,1075,0,1048,27,0,0,2023-10-01,2024-09-30
214,Dägerlen,ZH,236,0.06516,49,2024-09-30,0,,2024-10-21,0.080688,915,2024-09-09,0.590214,193,134,255,0.952537,2024-03-28,4.3059,2.716,4864,3068,2023-09-01,2024-08-31,0.6135,693,0,693,0,0,0,2023-10-01,2024-09-30
215,Dättlikon,ZH,237,0.045208,25,2024-09-30,0,,2024-10-21,0.122036,705,2024-10-07,0.639286,179,101,213,0.997976,2023-07-25,3.3251,2.2297,2823,1893,2023-09-01,2024-08-31,0.6608,561,0,561,0,0,0,2023-10-01,2024-09-30
216,Dinhard,ZH,236,0.045307,56,2024-09-30,2,28.0,2024-10-21,0.098375,1604,2024-10-07,0.451429,237,288,329,0.978236,2023-07-04,3.4533,2.2058,6104,3899,2023-09-01,2024-08-31,0.6823,1206,0,1206,0,0,0,2023-10-01,2024-09-30
218,Ellikon an der Thur,ZH,236,0.056995,44,2024-09-30,1,44.0,2024-10-21,0.062116,1475,2024-10-07,0.373188,103,173,199,0.936884,2024-04-26,7.7786,2.0989,8572,2313,2023-09-01,2024-08-31,1.0018,1104,0,1104,0,0,0,2023-10-01,2024-09-30
219,Elsau,ZH,123,0.036847,86,2024-09-30,3,28.7,2024-10-21,0.098083,2701,2024-10-07,0.572549,584,436,645,0.983461,2024-09-19,4.4329,2.3329,16539,8704,2023-09-01,2024-08-31,0.5221,1948,0,1948,0,0,0,2023-10-01,2024-09-30
220,Hagenbuch,ZH,236,0.036096,27,2024-09-30,0,,2024-10-21,0.102754,1153,2024-10-07,0.51875,166,154,328,0.974436,2024-07-22,3.6664,2.4928,4330,2944,2023-09-01,2024-08-31,0.7536,890,0,890,0,0,0,2023-10-01,2024-09-30
221,Hettlingen,ZH,226,0.073976,139,2024-09-30,0,,2024-10-21,0.102012,2048,2024-10-07,0.47669,409,449,422,0.954512,2024-10-23,6.465,2.4225,20061,7517,2023-09-01,2024-08-31,0.5044,1565,0,1565,0,0,0,2023-10-01,2024-09-30
223,Neftenbach,ZH,123,0.050191,184,2024-09-30,7,26.3,2024-10-21,0.086355,4122,2024-10-07,0.566952,796,608,965,0.9757,2024-10-03,3.8375,2.1922,22265,12719,2023-09-01,2024-08-31,1.1827,6862,3798,3064,0,0,0,2023-10-01,2024-09-30
224,Pfungen,ZH,226,0.039904,100,2024-09-30,2,50.0,2024-10-21,0.107711,2819,2024-10-07,0.358561,289,517,497,0.979699,2024-01-29,4.5504,1.5482,18916,6436,2023-09-01,2024-08-31,0.5557,2310,0,2047,0,263,0,2023-10-01,2024-09-30
225,Rickenbach (ZH),ZH,227,0.049581,77,2024-09-30,0,,2024-10-21,0.075572,1618,2024-10-07,0.426434,342,460,475,0.978544,2024-10-22,3.4388,2.1705,9639,6084,2023-09-01,2024-08-31,0.4424,1240,0,1240,0,0,0,2023-10-01,2024-09-30
226,Schlatt (ZH),ZH,235,0.052061,24,2024-09-30,0,,2024-10-21,0.083707,710,2024-10-07,0.713147,179,72,260,0.927405,2024-08-02,3.9801,2.8183,3001,2125,2023-09-01,2024-08-31,0.6844,516,0,516,0,0,0,2023-10-01,2024-09-30
227,Seuzach,ZH,217,0.042735,205,2024-09-30,20,10.3,2024-10-21,0.085972,3703,2024-10-07,0.455319,749,896,997,0.974908,2024-10-16,3.6985,1.9559,29096,15387,2023-09-01,2024-08-31,0.346,2722,0,2722,0,0,0,2023-10-01,2024-09-30
228,Turbenthal,ZH,227,0.043144,129,2024-09-30,5,25.8,2024-10-21,0.088597,3153,2024-10-07,0.516934,580,542,890,0.962219,2024-10-08,4.0879,2.1438,20945,10984,2023-09-01,2024-08-31,0.4495,2303,0,2303,0,0,0,2023-10-01,2024-09-30
230,Winterthur,ZH,121,0.042718,2124,2024-09-30,141,15.1,2024-10-21,0.102582,51905,2024-10-07,0.381843,6347,10275,7033,0.975544,2024-10-24,4.207,1.3104,502455,156504,2023-09-01,2024-08-31,0.7054,84247,2053,36964,43,2191,42996,2023-10-01,2024-09-30
231,Zell (ZH),ZH,226,0.029789,116,2024-09-30,2,58.0,2024-10-21,0.068908,2623,2024-10-07,0.463492,584,676,953,0.98094,2024-09-27,3.3235,1.8091,22336,12158,2023-09-01,2024-08-31,0.7412,4981,3033,1948,0,0,0,2023-10-01,2024-09-30
241,Aesch (ZH),ZH,237,0.103239,102,2024-09-30,0,,2024-10-21,0.080003,953,2024-09-09,0.563536,204,158,209,0.972743,2024-08-20,3.326,2.1495,5756,3720,2023-09-01,2024-08-31,0.4062,703,0,703,0,0,0,2023-10-01,2024-09-30
242,Birmensdorf (ZH),ZH,217,0.050706,194,2024-09-30,7,27.7,2024-10-21,0.115801,4689,2024-10-07,0.34779,417,782,505,0.89826,2024-09-19,3.8877,1.5598,28481,11427,2023-09-01,2024-08-31,0.5577,4086,0,3537,0,550,0,2023-10-01,2024-09-30
243,Dietikon,ZH,112,0.034853,519,2024-09-30,46,11.3,2024-10-21,0.058815,6957,2024-10-07,0.296339,777,1845,941,0.924734,2024-09-18,4.4954,1.1117,128615,31807,2023-09-01,2024-08-31,1.6901,48354,20787,5023,0,2073,20471,2023-10-01,2024-09-30
244,Geroldswil,ZH,113,0.046912,139,2024-09-30,1,139.0,2024-10-21,0.067123,1472,2024-10-07,0.237064,197,634,310,0.955611,2023-10-10,4.4222,1.2948,23942,7010,2023-09-01,2024-08-31,0.2041,1105,0,1105,0,0,0,2023-10-01,2024-09-30
245,Oberengstringen,ZH,113,0.0289,98,2024-09-30,2,49.0,2024-10-21,0.031249,716,2024-10-07,0.14147,102,619,217,0.909796,2024-06-30,2.1176,1.1135,14643,7700,2023-09-01,2024-08-31,0.067,463,0,463,0,0,0,2023-10-01,2024-09-30
246,Oetwil an der Limmat,ZH,113,0.045587,78,2024-09-30,0,,2024-10-21,0.045847,573,2024-10-07,0.318182,140,300,184,0.949772,2022-12-31,2.6174,1.8529,6710,4750,2023-09-01,2024-08-31,0.1689,433,0,433,0,0,0,2023-10-01,2024-09-30
247,Schlieren,ZH,112,0.054443,650,2024-09-30,16,40.6,2024-10-21,0.091774,8562,2024-10-07,0.278377,439,1138,569,0.967538,2024-07-24,6.0075,1.2686,127100,26839,2023-09-01,2024-08-31,0.2956,6253,0,6042,0,211,0,2023-10-01,2024-09-30
248,Uitikon,ZH,217,0.07735,237,2024-09-30,10,23.7,2024-10-21,0.067369,1874,2024-10-07,0.310171,308,685,217,0.827068,2024-10-15,3.7259,2.1642,20439,11872,2023-09-01,2024-08-31,0.2525,1385,0,1385,0,0,0,2023-10-01,2024-09-30
249,Unterengstringen,ZH,113,0.041199,99,2024-09-30,0,,2024-10-21,0.025634,545,2024-10-07,0.376378,239,396,374,0.96555,2024-10-17,3.1477,1.589,13340,6734,2023-09-01,2024-08-31,0.0932,395,0,395,0,0,0,2023-10-01,2024-09-30
250,Urdorf,ZH,112,0.046214,318,2024-09-30,0,,2024-10-21,0.08896,4884,2024-10-07,0.24031,310,980,564,0.936837,2024-08-28,4.9555,1.3295,52399,14058,2023-09-01,2024-08-31,0.3358,3551,0,3546,4,0,0,2023-10-01,2024-09-30
251,Weiningen (ZH),ZH,113,0.054247,205,2024-09-30,8,25.6,2024-10-21,0.072523,1879,2024-10-07,0.295189,227,542,389,0.961794,2024-07-01,3.6149,1.5455,17744,7586,2023-09-01,2024-08-31,3.2942,16170,0,1380,0,14790,0,2023-10-01,2024-09-30
261,Zürich,ZH,111,0.059522,9067,2024-09-30,502,18.1,2024-10-21,0.048619,61192,2024-10-07,0.277624,11633,30269,12146,0.992945,2024-10-24,5.9169,1.1636,2567314,504869,2023-09-01,2024-08-31,0.2972,128947,35237,44120,0,11121,38469,2023-10-01,2024-09-30
291,Andelfingen,ZH,226,0.051436,120,2024-09-30,6,20.0,2024-10-21,0.066683,2419,2024-10-07,0.515672,510,479,722,0.948448,2024-07-08,6.4053,2.8751,22047,9896,2023-09-01,2024-08-31,0.5686,1957,11,1827,0,118,0,2023-10-01,2024-09-30
292,Stammheim,ZH,327,0.042616,86,2024-09-30,5,17.2,2024-10-21,0.109628,4746,2024-10-07,0.61039,611,390,842,0.976165,2024-08-14,5.963,2.3046,17561,6787,2023-09-01,2024-08-31,1.2374,3644,0,3644,0,0,0,2023-10-01,2024-09-30
293,Wädenswil,ZH,113,0.05158,702,2024-09-30,13,54.0,2024-10-21,0.077495,10299,2024-10-07,0.282533,1129,2867,2561,0.977198,2024-10-28,4.0091,1.7334,102709,44408,2023-09-01,2024-08-31,1.0142,25982,17119,7629,20,1213,0,2023-10-01,2024-09-30
294,Elgg,ZH,226,0.041788,129,2024-09-30,0,,2024-10-21,0.059866,2788,2024-10-07,0.605536,700,456,923,0.988118,2024-10-21,3.9851,2.2533,20543,11616,2023-09-01,2024-08-31,0.4021,2073,0,2073,0,0,0,2023-10-01,2024-09-30
295,Horgen,ZH,113,0.058249,734,2024-09-30,15,48.9,2024-10-21,0.073011,7485,2024-10-07,0.435958,1484,1920,1888,0.950773,2024-10-14,3.7462,1.5166,90320,36564,2023-09-01,2024-08-31,0.6673,16089,1872,5337,0,300,8581,2023-10-01,2024-09-30
296,Illnau-Effretikon,ZH,113,0.037612,361,2024-09-30,12,30.1,2024-10-21,0.085682,8593,2024-10-07,0.412321,1178,1679,1533,0.963142,2024-10-09,3.5099,1.6296,62519,29026,2023-09-01,2024-08-31,0.4583,8164,1284,6394,0,486,0,2023-10-01,2024-09-30
297,Bauma,ZH,326,0.027539,93,2024-09-30,3,31.0,2024-10-21,0.072552,2984,2024-10-07,0.498639,733,737,1525,0.970198,2024-10-23,8.2025,2.4381,40220,11955,2023-09-01,2024-08-31,0.4546,2229,0,2229,0,0,0,2023-10-01,2024-09-30
298,Wiesendangen,ZH,227,0.059931,242,2024-09-30,7,34.6,2024-10-21,0.085747,4438,2024-09-09,0.506229,894,872,1372,0.976353,2024-10-14,3.4871,2.023,23728,13766,2023-09-01,2024-08-31,0.5061,3444,0,3444,0,0,0,2023-10-01,2024-09-30
301,Aarberg,BE,216,0.029916,89,2024-09-30,19,4.7,2024-10-21,0.112231,5090,2024-10-07,0.337734,307,602,426,0.832294,2024-10-28,6.0189,2.1903,27865,10140,2023-09-01,2024-08-31,35.4765,164242,90326,4037,0,69878,0,2023-10-01,2024-09-30
302,Bargen (BE),BE,216,0.033816,21,2024-09-30,0,,2024-10-21,0.060437,923,2024-10-07,0.475758,157,173,233,0.860856,2024-06-11,8.28,2.1024,9527,2419,2023-09-01,2024-08-31,0.6536,752,0,752,0,0,0,2023-10-01,2024-09-30
303,Grossaffoltern,BE,326,0.031447,65,2024-09-30,0,,2024-10-21,0.086633,3415,2024-10-07,0.447907,460,567,606,0.881749,2024-09-18,4.3903,2.3631,13553,7295,2023-09-01,2024-08-31,0.9096,2808,0,2801,0,7,0,2023-10-01,2024-09-30
304,Kallnach,BE,327,0.046154,69,2024-09-30,3,23.0,2024-10-21,0.077559,2888,2024-10-07,0.501471,341,339,522,0.841737,2023-12-19,7.3511,2.7137,16665,6152,2023-09-01,2024-08-31,24.2982,55084,52689,2395,0,0,0,2023-10-01,2024-09-30
305,Kappelen,BE,226,0.015889,16,2024-09-30,0,,2024-10-21,0.07087,1669,2024-10-07,0.481108,191,206,295,0.859627,2024-09-01,5.429,2.97,7606,4161,2023-09-01,2024-08-31,0.9657,1353,0,1353,0,0,0,2023-10-01,2024-09-30
306,Lyss,BE,136,0.029252,274,2024-09-30,23,11.9,2024-10-21,0.12126,14775,2024-10-07,0.311594,860,1900,987,0.84966,2024-09-24,5.1811,1.7653,86235,29382,2023-09-01,2024-08-31,0.7821,13017,0,11714,0,1304,0,2023-10-01,2024-09-30
307,Meikirch,BE,237,0.043814,68,2024-09-30,0,,2024-10-21,0.106546,2562,2024-10-07,0.430183,305,404,369,0.882883,2024-10-21,3.391,2.5029,8839,6524,2023-09-01,2024-08-31,0.844,2200,0,2200,0,0,0,2023-10-01,2024-09-30
309,Radelfingen,BE,235,0.035028,31,2024-09-30,0,,2024-10-21,0.061523,1192,2024-10-07,0.628205,245,145,342,0.887273,2023-11-04,4.1591,2.8243,5188,3523,2023-09-01,2024-08-31,70.4257,87849,86871,978,0,0,0,2023-10-01,2024-09-30
310,Rapperswil (BE),BE,236,0.044239,86,2024-09-30,0,,2024-10-21,0.056196,2453,2024-10-07,0.526735,463,416,664,0.872244,2024-10-17,12.6742,2.6957,34266,7288,2023-09-01,2024-08-31,0.7494,2026,0,2026,0,0,0,2023-10-01,2024-09-30
311,Schüpfen,BE,227,0.03346,79,2024-09-30,0,,2024-10-21,0.06189,2675,2024-10-07,0.376483,349,578,607,0.865688,2024-08-27,3.8644,2.1961,14598,8296,2023-09-01,2024-08-31,0.8852,3344,60,2200,0,1085,0,2023-10-01,2024-09-30
312,Seedorf (BE),BE,227,0.032493,76,2024-09-30,0,,2024-10-21,0.105647,4496,2024-10-07,0.511351,473,452,700,0.880282,2024-09-17,4.755,2.4852,15295,7994,2023-09-01,2024-08-31,1.159,3728,0,3728,0,0,0,2023-10-01,2024-09-30
321,Aarwangen,BE,326,0.033786,97,2024-09-30,0,,2024-10-21,0.094708,3864,2024-10-07,0.386382,471,748,553,0.860194,2024-10-18,4.1705,2.1129,20473,10372,2023-09-01,2024-08-31,0.5983,2937,0,2937,0,0,0,2023-10-01,2024-09-30
322,Auswil,BE,325,0.015915,6,2024-09-30,0,,2024-10-21,0.089286,745,2024-04-15,0.646259,95,52,119,0.844444,2024-09-10,4.6792,3.2378,2188,1514,2023-09-01,2024-08-31,1.2511,585,0,585,0,0,0,2023-10-01,2024-09-30
323,Bannwil,BE,327,0.121028,739,2024-09-30,0,,2024-10-21,0.083601,858,2024-06-03,0.479675,118,128,179,0.894737,2024-05-02,9.7041,3.23,6886,2292,2023-09-01,2024-08-31,226.0414,160399,159684,716,0,0,0,2023-10-01,2024-09-30
324,Bleienbach,BE,326,0.022642,12,2024-09-30,0,,2024-10-21,0.054593,668,2024-10-07,0.538153,134,115,129,0.821739,2024-01-11,6.2797,2.7844,4858,2154,2023-09-01,2024-08-31,0.6877,532,0,532,0,0,0,2023-10-01,2024-09-30
325,Busswil bei Melchnau,BE,325,0.008,1,2024-09-30,0,,2024-10-21,0.079631,285,2024-10-07,0.666667,52,26,46,0.867133,2024-05-30,5.5139,3.8936,912,644,2023-09-01,2024-08-31,1.4027,232,0,232,0,0,0,2023-10-01,2024-09-30
326,Gondiswil,BE,325,0.020992,11,2024-09-30,0,,2024-10-21,0.084502,1193,2024-04-15,0.630522,157,92,269,0.847791,2024-09-26,5.2884,3.2871,3924,2439,2023-09-01,2024-08-31,1.3261,984,29,955,0,0,0,2023-10-01,2024-09-30
329,Langenthal,BE,137,0.054436,581,2024-09-30,34,17.1,2024-10-21,0.095445,14070,2024-10-07,0.2162,710,2574,1708,0.881045,2024-10-09,6.2314,1.6311,98053,25666,2023-09-01,2024-08-31,0.7214,11352,0,10829,0,523,0,2023-10-01,2024-09-30
331,Lotzwil,BE,136,0.024646,40,2024-09-30,0,,2024-10-21,0.089621,2277,2024-10-07,0.21875,161,575,390,0.878315,2024-04-17,3.8458,1.5707,10482,4281,2023-09-01,2024-08-31,0.7591,2069,280,1790,0,0,0,2023-10-01,2024-09-30
332,Madiswil,BE,327,0.026643,60,2024-09-30,1,60.0,2024-10-21,0.068939,3224,2024-10-07,0.549213,558,458,704,0.84604,2024-09-18,4.8409,2.8061,16280,9437,2023-09-01,2024-08-31,1.4862,4998,333,2546,0,2120,0,2023-10-01,2024-09-30
333,Melchnau,BE,326,0.03386,30,2024-09-30,2,15.0,2024-10-21,0.084016,1784,2024-10-07,0.603143,307,202,345,0.867005,2024-10-02,4.9706,2.8134,7279,4120,2023-09-01,2024-08-31,0.9533,1396,0,1396,0,0,0,2023-10-01,2024-09-30
335,Oeschenbach,BE,325,0.004274,1,2024-09-30,0,,2024-10-21,0.049254,231,2024-07-08,0.704545,62,26,90,0.864078,2024-08-06,5.293,3.1731,1156,693,2023-09-01,2024-08-31,0.8333,182,0,182,0,0,0,2023-10-01,2024-09-30
336,Reisiswil,BE,325,0.0,0,2024-09-30,0,,2024-10-21,0.115356,311,2024-04-15,0.650794,41,22,82,0.923567,2023-12-29,4.5784,3.177,771,535,2023-09-01,2024-08-31,1.5083,254,0,254,0,0,0,2023-10-01,2024-09-30
337,Roggwil (BE),BE,326,0.035108,91,2024-09-30,16,5.7,2024-10-21,0.077039,3325,2024-10-07,0.397975,511,773,545,0.874701,2024-10-11,5.3362,2.2081,23125,9569,2023-09-01,2024-08-31,0.8584,3720,1128,2592,0,0,0,2023-10-01,2024-09-30
338,Rohrbach,BE,326,0.021911,25,2024-09-30,2,12.5,2024-10-21,0.171135,3466,2024-10-07,0.474359,222,246,246,0.872861,2024-07-31,4.5426,2.4159,7350,3909,2023-09-01,2024-08-31,1.7596,2847,119,2728,0,0,0,2023-10-01,2024-09-30
339,Rohrbachgraben,BE,325,0.02963,8,2024-09-30,0,,2024-10-21,0.046315,335,2024-04-15,0.769231,100,30,139,0.859425,2024-10-01,5.5267,3.2326,2067,1209,2023-09-01,2024-08-31,0.6952,260,0,260,0,0,0,2023-10-01,2024-09-30
340,Rütschelen,BE,325,0.021505,8,2024-09-30,0,,2024-10-21,0.081479,586,2024-10-07,0.525,105,95,124,0.820253,2024-09-16,4.2163,3.1471,2437,1819,2023-09-01,2024-08-31,0.7976,461,0,461,0,0,0,2023-10-01,2024-09-30
341,Schwarzhäusern,BE,327,0.014837,5,2024-09-30,0,,2024-10-21,0.044103,301,2024-10-07,0.516667,93,87,112,0.882175,2023-11-16,4.0475,2.9205,2180,1573,2023-09-01,2024-08-31,0.4475,241,0,241,0,0,0,2023-10-01,2024-09-30
342,Thunstetten,BE,326,0.031858,77,2024-09-30,2,38.5,2024-10-21,0.074441,3424,2024-10-07,0.404968,375,551,486,0.850602,2024-10-06,7.2862,2.1722,25429,7581,2023-09-01,2024-08-31,0.7745,2703,0,2703,0,0,0,2023-10-01,2024-09-30
344,Ursenbach,BE,326,0.025518,16,2024-09-30,2,8.0,2024-10-21,0.111723,1542,2024-10-07,0.601329,181,120,198,0.864818,2024-10-10,8.2197,3.235,6995,2753,2023-09-01,2024-08-31,1.4254,1213,0,1213,0,0,0,2023-10-01,2024-09-30
345,Wynau,BE,327,0.024576,29,2024-09-30,0,,2024-10-21,0.065179,1075,2024-09-09,0.355311,194,352,285,0.845371,2024-09-26,3.6206,2.3341,6155,3968,2023-09-01,2024-08-31,32.8165,55788,54710,834,0,245,0,2023-10-01,2024-09-30
351,Bern,BE,111,0.06434,4563,2024-09-30,154,29.6,2024-10-21,0.047683,27706,2024-10-07,0.150982,2336,13136,3158,0.859238,2024-10-22,6.7437,1.316,909163,177425,2023-09-01,2024-08-31,1.3495,181943,89537,21760,0,36714,33933,2023-10-01,2024-09-30
