operator,website,municipalityNumber,municipalityName,operatorAddress,operatorPostalCode,canton
BKW Energie AG,www.bkw.ch,763,Erlenbach im Simmental,"Viktoriaplatz, Bern",3013,BE
Elektrizitäts-Genossenschaft (EGO) Oberwil i.S.,,766,Oberwil im Simmental,"Halten, Oberwil im Simmental",3765,BE
Elektrizitäts-Genossenschaft (EGO) Oberwil i.S.,,766,Oberwil im Simmental,"Halten, Oberwil im Simmental",3765,BE
Elektrizitäts-Genossenschaft (EGO) Oberwil i.S.,,766,Oberwil im Simmental,"Halten, Oberwil im Simmental",3765,BE
BKW Energie AG,www.bkw.ch,767,Reutigen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,767,Reutigen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,768,Spiez,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,768,Spiez,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,768,Spiez,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,768,Spiez,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,768,Spiez,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,768,Spiez,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,769,Wimmis,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,769,Wimmis,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,770,Stocken-Höfen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,770,Stocken-Höfen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,782,Guttannen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,783,Hasliberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,783,Hasliberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,783,Hasliberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,783,Hasliberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,784,Innertkirchen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,784,Innertkirchen,"Viktoriaplatz, Bern",3013,BE
Alpen Energie Dorfgemeinde Meiringen,www.alpenenergie.swiss,785,Meiringen,"Kreuzgasse, Meiringen",3860,BE
Alpen Energie Dorfgemeinde Meiringen,www.alpenenergie.swiss,785,Meiringen,"Kreuzgasse, Meiringen",3860,BE
BKW Energie AG,www.bkw.ch,785,Meiringen,"Viktoriaplatz, Bern",3013,BE
Alpen Energie Dorfgemeinde Meiringen,www.alpenenergie.swiss,785,Meiringen,"Kreuzgasse, Meiringen",3860,BE
BKW Energie AG,www.bkw.ch,785,Meiringen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,785,Meiringen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,786,Schattenhalb,"Viktoriaplatz, Bern",3013,BE
Alpen Energie Dorfgemeinde Meiringen,www.alpenenergie.swiss,786,Schattenhalb,"Kreuzgasse, Meiringen",3860,BE
BKW Energie AG,www.bkw.ch,791,Boltigen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,791,Boltigen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,791,Boltigen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,792,Lenk,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,792,Lenk,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,793,St. Stephan,"Viktoriaplatz, Bern",3013,BE
Elektrizitätsversorgung Ried-St. Stephan AG,,793,St. Stephan,"Haselacker , St. Stephan",3772,BE
BKW Energie AG,www.bkw.ch,793,St. Stephan,"Viktoriaplatz, Bern",3013,BE
Elektrizitätsversorgung Ried-St. Stephan AG,,793,St. Stephan,"Haselacker , St. Stephan",3772,BE
BKW Energie AG,www.bkw.ch,794,Zweisimmen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,794,Zweisimmen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,794,Zweisimmen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,794,Zweisimmen,"Viktoriaplatz, Bern",3013,BE
Elektrizitätsgenossenschaft Gsteig,www.eg-gsteig.ch,841,Gsteig,"Rohrstrasse, Gsteig b. Gstaad",3785,BE
Elektrizitätsgenossenschaft Gsteig,www.eg-gsteig.ch,841,Gsteig,"Rohrstrasse, Gsteig b. Gstaad",3785,BE
BKW Energie AG,www.bkw.ch,842,Lauenen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,843,Saanen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,843,Saanen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,843,Saanen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,843,Saanen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,843,Saanen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,843,Saanen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,843,Saanen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,852,Guggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,852,Guggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,852,Guggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,852,Guggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,852,Guggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,852,Guggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,853,Rüschegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,853,Rüschegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,853,Rüschegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,853,Rüschegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,853,Rüschegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,853,Rüschegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,853,Rüschegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,855,Schwarzenburg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,855,Schwarzenburg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,855,Schwarzenburg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,855,Schwarzenburg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,855,Schwarzenburg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,855,Schwarzenburg,"Viktoriaplatz, Bern",3013,BE
Energie Belp AG,www.energie-belp.ch,861,Belp,"Rubigenstrasse, Belp",3123,BE
Energie Belp AG,www.energie-belp.ch,861,Belp,"Rubigenstrasse, Belp",3123,BE
Energie Belp AG,www.energie-belp.ch,861,Belp,"Rubigenstrasse, Belp",3123,BE
Energie Belp AG,www.energie-belp.ch,861,Belp,"Rubigenstrasse, Belp",3123,BE
Energie Belp AG,www.energie-belp.ch,861,Belp,"Rubigenstrasse, Belp",3123,BE
Energie Belp AG,www.energie-belp.ch,861,Belp,"Rubigenstrasse, Belp",3123,BE
BKW Energie AG,www.bkw.ch,863,Burgistein,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,863,Burgistein,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,866,Gerzensee,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,867,Gurzelen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,867,Gurzelen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,868,Jaberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,869,Kaufdorf,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,870,Kehrsatz,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,870,Kehrsatz,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,872,Kirchdorf (BE),"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,872,Kirchdorf (BE),"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,872,Kirchdorf (BE),"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,872,Kirchdorf (BE),"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,872,Kirchdorf (BE),"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,877,Niedermuhlern,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,877,Niedermuhlern,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,879,Riggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,879,Riggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,879,Riggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,879,Riggisberg,"Viktoriaplatz, Bern",3013,BE
Energie Versorgung Riggisberg (EVR) AG,www.evrag.ch,879,Riggisberg,"Vordere Gasse, Riggisberg",3132,BE
Energie Versorgung Riggisberg (EVR) AG,www.evrag.ch,879,Riggisberg,"Vordere Gasse, Riggisberg",3132,BE
Energie Versorgung Riggisberg (EVR) AG,www.evrag.ch,879,Riggisberg,"Vordere Gasse, Riggisberg",3132,BE
Energie Versorgung Riggisberg (EVR) AG,www.evrag.ch,879,Riggisberg,"Vordere Gasse, Riggisberg",3132,BE
BKW Energie AG,www.bkw.ch,880,Rüeggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,880,Rüeggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,880,Rüeggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,880,Rüeggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,880,Rüeggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,880,Rüeggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,880,Rüeggisberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,883,Seftigen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,884,Toffen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,884,Toffen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,885,Uttigen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,886,Wattenwil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,886,Wattenwil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,888,Wald (BE),"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,888,Wald (BE),"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,888,Wald (BE),"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,889,Thurnen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,889,Thurnen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,901,Eggiwil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,901,Eggiwil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,901,Eggiwil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,901,Eggiwil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,901,Eggiwil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,902,Langnau im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,902,Langnau im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,902,Langnau im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,902,Langnau im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,902,Langnau im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,902,Langnau im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,902,Langnau im Emmental,"Viktoriaplatz, Bern",3013,BE
Elektra Emmenmatt Genossenschaft,,903,Lauperswil,"Schüpbachstrasse , Emmenmatt",3543,BE
Elektra Emmenmatt Genossenschaft,,903,Lauperswil,"Schüpbachstrasse , Emmenmatt",3543,BE
Elektrizitätsgenossenschaft Schüpbach,,903,Lauperswil,"Ried, Schüpbach",3535,BE
BKW Energie AG,www.bkw.ch,903,Lauperswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,903,Lauperswil,"Viktoriaplatz, Bern",3013,BE
Elektra Emmenmatt Genossenschaft,,903,Lauperswil,"Schüpbachstrasse , Emmenmatt",3543,BE
Elektrizitätsgenossenschaft Schüpbach,,903,Lauperswil,"Ried, Schüpbach",3535,BE
BKW Energie AG,www.bkw.ch,903,Lauperswil,"Viktoriaplatz, Bern",3013,BE
Elektra Emmenmatt Genossenschaft,,903,Lauperswil,"Schüpbachstrasse , Emmenmatt",3543,BE
BKW Energie AG,www.bkw.ch,903,Lauperswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,903,Lauperswil,"Viktoriaplatz, Bern",3013,BE
Elektrizitätsgenossenschaft Schüpbach,,903,Lauperswil,"Ried, Schüpbach",3535,BE
Elektrizitätsgenossenschaft Schüpbach,,903,Lauperswil,"Ried, Schüpbach",3535,BE
Elektra Emmenmatt Genossenschaft,,903,Lauperswil,"Schüpbachstrasse , Emmenmatt",3543,BE
BKW Energie AG,www.bkw.ch,903,Lauperswil,"Viktoriaplatz, Bern",3013,BE
Elektra Emmenmatt Genossenschaft,,903,Lauperswil,"Schüpbachstrasse , Emmenmatt",3543,BE
Elektrizitätsgenossenschaft Schüpbach,,903,Lauperswil,"Ried, Schüpbach",3535,BE
Elektrizitätsgenossenschaft Schüpbach,,903,Lauperswil,"Ried, Schüpbach",3535,BE
BKW Energie AG,www.bkw.ch,904,Röthenbach im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,904,Röthenbach im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,904,Röthenbach im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,904,Röthenbach im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,904,Röthenbach im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,905,Rüderswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,905,Rüderswil,"Viktoriaplatz, Bern",3013,BE
Elektra Schwanden i.E. Genossenschaft,,905,Rüderswil,"Oberbach, Schwanden im Emmental",3433,BE
BKW Energie AG,www.bkw.ch,905,Rüderswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,905,Rüderswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,905,Rüderswil,"Viktoriaplatz, Bern",3013,BE
Elektra Schwanden i.E. Genossenschaft,,905,Rüderswil,"Oberbach, Schwanden im Emmental",3433,BE
BKW Energie AG,www.bkw.ch,905,Rüderswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,905,Rüderswil,"Viktoriaplatz, Bern",3013,BE
Elektra Schwanden i.E. Genossenschaft,,905,Rüderswil,"Oberbach, Schwanden im Emmental",3433,BE
Elektra Rüderswil Genossenschaft,,905,Rüderswil,"Dorfstrasse, Rüderswil",3437,BE
Elektra Schwanden i.E. Genossenschaft,,905,Rüderswil,"Oberbach, Schwanden im Emmental",3433,BE
Elektra Schwanden i.E. Genossenschaft,,905,Rüderswil,"Oberbach, Schwanden im Emmental",3433,BE
Elektra Rüderswil Genossenschaft,,905,Rüderswil,"Dorfstrasse, Rüderswil",3437,BE
Elektra Schwanden i.E. Genossenschaft,,905,Rüderswil,"Oberbach, Schwanden im Emmental",3433,BE
Elektra Schwanden i.E. Genossenschaft,,905,Rüderswil,"Oberbach, Schwanden im Emmental",3433,BE
Elektra Rüderswil Genossenschaft,,905,Rüderswil,"Dorfstrasse, Rüderswil",3437,BE
Elektra Rüderswil Genossenschaft,,905,Rüderswil,"Dorfstrasse, Rüderswil",3437,BE
Elektra Rüderswil Genossenschaft,,905,Rüderswil,"Dorfstrasse, Rüderswil",3437,BE
Elektra Rüderswil Genossenschaft,,905,Rüderswil,"Dorfstrasse, Rüderswil",3437,BE
Elektra Rüderswil Genossenschaft,,905,Rüderswil,"Dorfstrasse, Rüderswil",3437,BE
Elektrizitätsgenossenschaft Schangnau,,906,Schangnau,"Berg, Schangnau",6197,BE
BKW Energie AG,www.bkw.ch,906,Schangnau,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,907,Signau,"Viktoriaplatz, Bern",3013,BE
Elektrizitätsgenossenschaft Schüpbach,,907,Signau,"Ried, Schüpbach",3535,BE
BKW Energie AG,www.bkw.ch,907,Signau,"Viktoriaplatz, Bern",3013,BE
Elektrizitätsgenossenschaft Schüpbach,,907,Signau,"Ried, Schüpbach",3535,BE
BKW Energie AG,www.bkw.ch,907,Signau,"Viktoriaplatz, Bern",3013,BE
Elektrizitätsgenossenschaft Schüpbach,,907,Signau,"Ried, Schüpbach",3535,BE
BKW Energie AG,www.bkw.ch,908,Trub,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,908,Trub,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,908,Trub,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,908,Trub,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,908,Trub,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,909,Trubschachen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,909,Trubschachen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,909,Trubschachen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,921,Amsoldingen,"Viktoriaplatz, Bern",3013,BE
Energieversorgung Blumenstein AG (EVB),http://www.netzulg.ch/evb,922,Blumenstein,"Stockentalstrasse, Blumenstein",3638,BE
BKW Energie AG,www.bkw.ch,923,Buchholterberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,923,Buchholterberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,923,Buchholterberg,"Viktoriaplatz, Bern",3013,BE
ELEKTRA ENERGIE Genossenschaft,www.elektra-energie.ch,923,Buchholterberg,"Dorfplatz, Linden",3673,BE
ELEKTRA ENERGIE Genossenschaft,www.elektra-energie.ch,923,Buchholterberg,"Dorfplatz, Linden",3673,BE
ELEKTRA ENERGIE Genossenschaft,www.elektra-energie.ch,923,Buchholterberg,"Dorfplatz, Linden",3673,BE
ELEKTRA ENERGIE Genossenschaft,www.elektra-energie.ch,923,Buchholterberg,"Dorfplatz, Linden",3673,BE
BKW Energie AG,www.bkw.ch,923,Buchholterberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,924,Eriz,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,924,Eriz,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,924,Eriz,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,925,Fahrni,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,925,Fahrni,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,927,Heiligenschwendi,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,928,Heimberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,928,Heimberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,928,Heimberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,929,Hilterfingen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,929,Hilterfingen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,929,Hilterfingen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,929,Hilterfingen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,931,Homberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,931,Homberg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,932,Horrenbach-Buchen,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,932,Horrenbach-Buchen,"Viktoriaplatz, Bern",3013,BE
"Genossenschaft ""Elektra"" Buchen-Teuffenthal (EBT)",http://www.netzulg.ch/ebt,932,Horrenbach-Buchen,"Keistli, Teuffenthal b. Thun",3623,BE
"Genossenschaft ""Elektra"" Buchen-Teuffenthal (EBT)",http://www.netzulg.ch/ebt,932,Horrenbach-Buchen,"Keistli, Teuffenthal b. Thun",3623,BE
Energie Oberhofen AG,www.energie-oberhofen.ch,934,Oberhofen am Thunersee,"Schoren, Oberhofen am Thunersee",3653,BE
Energie Oberhofen AG,www.energie-oberhofen.ch,934,Oberhofen am Thunersee,"Schoren, Oberhofen am Thunersee",3653,BE
Energie Oberhofen AG,www.energie-oberhofen.ch,934,Oberhofen am Thunersee,"Schoren, Oberhofen am Thunersee",3653,BE
BKW Energie AG,www.bkw.ch,935,Oberlangenegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,935,Oberlangenegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,936,Pohlern,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,938,Sigriswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,938,Sigriswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,938,Sigriswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,938,Sigriswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,938,Sigriswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,938,Sigriswil,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,938,Sigriswil,"Viktoriaplatz, Bern",3013,BE
NetZulg AG,www.netzulg.ch,939,Steffisburg,"Bernstrasse, Steffisburg",3613,BE
NetZulg AG,www.netzulg.ch,939,Steffisburg,"Bernstrasse, Steffisburg",3613,BE
NetZulg AG,www.netzulg.ch,939,Steffisburg,"Bernstrasse, Steffisburg",3613,BE
NetZulg AG,www.netzulg.ch,939,Steffisburg,"Bernstrasse, Steffisburg",3613,BE
NetZulg AG,www.netzulg.ch,939,Steffisburg,"Bernstrasse, Steffisburg",3613,BE
"Genossenschaft ""Elektra"" Buchen-Teuffenthal (EBT)",http://www.netzulg.ch/ebt,940,Teuffenthal (BE),"Keistli, Teuffenthal b. Thun",3623,BE
BKW Energie AG,www.bkw.ch,941,Thierachern,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,941,Thierachern,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,941,Thierachern,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,941,Thierachern,"Viktoriaplatz, Bern",3013,BE
Energie Thun AG,www.energiethun.ch,942,Thun,"Industriestrasse, Thun",3600,BE
Energie Thun AG,www.energiethun.ch,942,Thun,"Industriestrasse, Thun",3600,BE
Energie Thun AG,www.energiethun.ch,942,Thun,"Industriestrasse, Thun",3600,BE
Energie Thun AG,www.energiethun.ch,942,Thun,"Industriestrasse, Thun",3600,BE
Energie Thun AG,www.energiethun.ch,942,Thun,"Industriestrasse, Thun",3600,BE
Energie Thun AG,www.energiethun.ch,942,Thun,"Industriestrasse, Thun",3600,BE
Energie Thun AG,www.energiethun.ch,942,Thun,"Industriestrasse, Thun",3600,BE
Energie Thun AG,www.energiethun.ch,942,Thun,"Industriestrasse, Thun",3600,BE
BKW Energie AG,www.bkw.ch,943,Uebeschi,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,943,Uebeschi,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,944,Uetendorf,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,944,Uetendorf,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,945,Unterlangenegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,945,Unterlangenegg,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,946,Wachseldorn,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,948,Forst-Längenbühl,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,948,Forst-Längenbühl,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,948,Forst-Längenbühl,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,951,Affoltern im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,951,Affoltern im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,951,Affoltern im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,951,Affoltern im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,951,Affoltern im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,951,Affoltern im Emmental,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,952,Dürrenroth,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,952,Dürrenroth,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,952,Dürrenroth,"Viktoriaplatz, Bern",3013,BE
BKW Energie AG,www.bkw.ch,952,Dürrenroth,"Viktoriaplatz, Bern",3013,BE
"Gemeinde Eriswil, Elektrizitätsversorgung",,953,Eriswil,"Ahornstrasse, Eriswil",4952,BE
"Gemeinde Eriswil, Elektrizitätsversorgung",,953,Eriswil,"Ahornstrasse, Eriswil",4952,BE
Industrielle Betriebe Huttwil AG,www.ibhag.ch,954,Huttwil,"Industriestrasse, Huttwil",4950,BE
